Date,rolling_vol,rolling_sharpe,rolling_var95,rolling_cvar95,rolling_maxdd
2020-07-02,0.04632064714547925,3.8945100813793068,-0.0038250900259316797,-0.005071878808147675,-0.008973380365984825
2020-07-03,0.04489525671900898,4.477734677008063,-0.0038250900259316797,-0.005071878808147675,-0.008973380365984551
2020-07-06,0.043914075207531524,4.247679581271043,-0.0034049255883632497,-0.0047629132103754,-0.008973380365984702
2020-07-07,0.04387375448139131,4.3758454577478885,-0.0034049255883632497,-0.0047629132103754,-0.008973380365984602
2020-07-08,0.04379264660783816,4.423312051515104,-0.0034049255883632497,-0.0047629132103754,-0.008973380365984602
2020-07-09,0.0406958445383727,3.997031721378208,-0.0034049255883632497,-0.0047629132103754,-0.008973380365984813
2020-07-10,0.040224578045670464,3.455941480867954,-0.0034049255883632497,-0.0047629132103754,-0.008973380365984699
2020-07-13,0.03806434014215119,2.8847711139204355,-0.0034049255883632497,-0.0047629132103754,-0.008973380365984692
2020-07-14,0.03870728739791236,2.435009778304807,-0.0034049255883632497,-0.0047629132103754,-0.008973380365984692
2020-07-15,0.038571792611679895,2.0760003872246258,-0.0034049255883632497,-0.0047629132103754,-0.008973380365984713
2020-07-16,0.0380696457430663,1.8022557123941643,-0.0034049255883632497,-0.0047629132103754,-0.00897338036598476
2020-07-17,0.036732468410186715,1.5012295525030281,-0.0034049255883632497,-0.0047629132103754,-0.008973380365984693
2020-07-20,0.036789838103611375,1.5728485937209624,-0.0034049255883632497,-0.0047629132103754,-0.008973380365984723
2020-07-21,0.034712199532332934,2.3066120891851676,-0.0034049255883632497,-0.0047629132103754,-0.008973380365984773
2020-07-22,0.034714246558227024,2.283021671436715,-0.00308758989846165,-0.00415536702816115,-0.008973380365984706
2020-07-23,0.03441081364662785,2.0641514115760495,-0.00308758989846165,-0.00415536702816115,-0.008973380365984704
2020-07-24,0.0334515239465913,2.4275059605797575,-0.00308758989846165,-0.00415536702816115,-0.008973380365984595
2020-07-27,0.03367748255740439,1.8709565743702894,-0.0028161388185523697,-0.0039010698514006,-0.008973380365984336
2020-07-28,0.03369248301589922,1.893573934938749,-0.0028161388185523697,-0.0039010698514006,-0.008973380365984728
2020-07-29,0.03366049153209205,1.872686785135758,-0.0028161388185523697,-0.0039010698514006,-0.008973380365984676
2020-07-30,0.033183065139547725,1.4800079287618046,-0.0028161388185523697,-0.0039010698514006,-0.008973380365984787
2020-07-31,0.033217532239483955,1.6390089613446457,-0.0028161388185523697,-0.0039010698514006,-0.008973380365984633
2020-08-03,0.03282070238439483,1.9150053578689055,-0.0028161388185523697,-0.0039010698514006,-0.008973380365984633
2020-08-04,0.0330380520625629,2.092149008127245,-0.0028161388185523697,-0.0039010698514006,-0.008973380365984718
2020-08-05,0.03296685021123061,2.373741035012181,-0.0028161388185523697,-0.0039010698514006,-0.00897338036598458
2020-08-06,0.03283775412479058,2.699552022570308,-0.0028161388185523697,-0.0039010698514006,-0.008973380365984765
2020-08-07,0.03310468294146376,2.965906966959724,-0.0028161388185523697,-0.0039010698514006,-0.008973380365984598
2020-08-10,0.03313991863808817,3.300082638419274,-0.0028161388185523697,-0.0039010698514006,-0.008973380365984615
2020-08-11,0.03185987239386689,2.8030163663363346,-0.0028161388185523697,-0.0039010698514006,-0.0089733803659846
2020-08-12,0.031230382094373895,3.2885370477440987,-0.0028161388185523697,-0.0039010698514006,-0.006834985006940737
2020-08-13,0.03142120048938485,3.531954250976219,-0.00278074225083792,-0.0039010698514006,-0.006834985006940818
2020-08-14,0.028711284231288006,4.439379787237143,-0.00278074225083792,-0.0039010698514006,-0.006053712131259571
2020-08-17,0.028577809543824557,4.700273419569035,-0.0021429561012383997,-0.0028876551124921252,-0.006053712131259639
2020-08-18,0.02863218622039304,4.714386707597654,-0.0021429561012383997,-0.0028876551124921252,-0.006053712131259372
2020-08-19,0.028892382489228575,4.85021657276612,-0.0021429561012383997,-0.0028876551124921252,-0.006053712131259274
2020-08-20,0.02847678422682257,5.2891867522649445,-0.0021429561012383997,-0.0028876551124921252,-0.006053712131259236
2020-08-21,0.02863729577079971,5.42210385515463,-0.0021429561012383997,-0.0028876551124921252,-0.0060537121312598825
2020-08-24,0.02855545594577242,5.3082957747619,-0.0021429561012383997,-0.0028876551124921252,-0.006053712131259191
2020-08-25,0.028168382259430393,5.084251129799023,-0.0021429561012383997,-0.0028876551124921252,-0.0060537121312594045
2020-08-26,0.028156905433539048,5.075713596315676,-0.0021429561012383997,-0.0028876551124921252,-0.0060537121312590645
2020-08-27,0.028108916798552132,5.219521331789878,-0.0021429561012383997,-0.0028876551124921252,-0.006053712131259424
2020-08-28,0.027614652028608057,5.060798212131128,-0.0021429561012383997,-0.0028876551124921252,-0.006053712131259424
2020-08-31,0.03349445972099406,2.9477594301053625,-0.0021429561012383997,-0.0028876551124921252,-0.006053712131259765
2020-09-01,0.03350971456139955,2.8245500703661555,-0.00278074225083792,-0.00452916542921995,-0.008714526040461119
2020-09-02,0.03226187252419969,2.5994279745074538,-0.00278074225083792,-0.00452916542921995,-0.00871452604046118
2020-09-03,0.03210312332176771,2.4070383747898436,-0.00278074225083792,-0.00452916542921995,-0.008714526040461275
2020-09-04,0.032736117381958266,2.1421748853913942,-0.00278074225083792,-0.00452916542921995,-0.008714526040461119
2020-09-07,0.03261712117189586,1.765248732527286,-0.00308758989846165,-0.0046106050922639,-0.008714526040461213
2020-09-08,0.03225605605244511,1.8987739866037894,-0.00308758989846165,-0.0046106050922639,-0.009149243009247215
2020-09-09,0.03258839204036641,1.4933484159792894,-0.00278554090846329,-0.004544883754260025,-0.011325618308908833
2020-09-10,0.03265255138657398,2.0712794143330044,-0.00278554090846329,-0.004544883754260025,-0.01325104401941551
2020-09-11,0.03266732573286267,2.0946535523792,-0.00278554090846329,-0.004544883754260025,-0.013251044019415972
2020-09-14,0.034173269752968694,2.5753830140743537,-0.00278554090846329,-0.004544883754260025,-0.01325104401941584
2020-09-15,0.03399903171863135,2.4769461781732334,-0.00278554090846329,-0.004544883754260025,-0.013251044019415839
2020-09-16,0.03388707957266477,2.3991329016274783,-0.00278554090846329,-0.004544883754260025,-0.0132510440194159
2020-09-17,0.03359340128528624,1.9591482001481917,-0.00278554090846329,-0.004544883754260025,-0.013251044019415773
2020-09-18,0.033118329171526927,1.6278571965162347,-0.00278554090846329,-0.004544883754260025,-0.013251044019415924
2020-09-21,0.03682387523769825,0.9199953427666583,-0.00278554090846329,-0.004544883754260025,-0.013251044019415563
2020-09-22,0.03755208962799697,0.4489557162925569,-0.00278554090846329,-0.005797016051582575,-0.013251044019415681
2020-09-23,0.03756324705205622,0.42090194669236697,-0.00314417586860592,-0.00591994647168665,-0.01325104401941589
2020-09-24,0.039006133831531765,0.06163352526505831,-0.00314417586860592,-0.00591994647168665,-0.013251044019416099
2020-09-25,0.04000584878401645,0.7172987029232418,-0.00332611845923995,-0.006486955442920675,-0.01827800784439321
2020-09-28,0.041420648960820296,1.2479805025547392,-0.00332611845923995,-0.006486955442920675,-0.018278007844393193
2020-09-29,0.04159209900977447,0.9850630887602735,-0.00332611845923995,-0.006486955442920675,-0.018278007844393193
2020-09-30,0.04160838924991873,0.921182026739707,-0.00332611845923995,-0.006486955442920675,-0.018278007844393103
2020-10-01,0.041460626639476826,0.7156168768592726,-0.00332611845923995,-0.006486955442920675,-0.01827800784439303
2020-10-05,0.04141253894264681,0.6030314302098728,-0.00332611845923995,-0.006486955442920675,-0.018278007844393235
2020-10-06,0.041356171034225654,0.7593551075733908,-0.00332611845923995,-0.006486955442920675,-0.018278007844393165
2020-10-07,0.04143404964103707,0.5265126658527394,-0.00332611845923995,-0.006486955442920675,-0.018278007844392773
2020-10-08,0.04131902502222683,0.6266102762795688,-0.00332611845923995,-0.006486955442920675,-0.018278007844393204
2020-10-09,0.041315266681848206,0.6971290660609691,-0.00332611845923995,-0.006486955442920675,-0.01827800784439292
2020-10-12,0.040985913087310887,0.8289142171470156,-0.00332611845923995,-0.006486955442920675,-0.0182780078443926
2020-10-13,0.04107184493145398,0.7702958536304431,-0.00332611845923995,-0.006486955442920675,-0.01827800784439324
2020-10-14,0.041099329491776616,0.8139743587550727,-0.00332611845923995,-0.006486955442920675,-0.01827800784439295
2020-10-15,0.041557415636907236,0.24167613367455681,-0.00332611845923995,-0.006486955442920675,-0.018278007844393
2020-10-16,0.04164580932180789,0.29648769725986696,-0.00338160265408165,-0.0064977576351478005,-0.018278007844393613
2020-10-19,0.04175309131454095,0.4702591767541114,-0.00338160265408165,-0.0064977576351478005,-0.01827800784439351
2020-10-20,0.041754854353128375,0.48434603312124985,-0.00338160265408165,-0.0064977576351478005,-0.01827800784439316
2020-10-21,0.04175149383430229,0.4761711331041167,-0.00338160265408165,-0.0064977576351478005,-0.018278007844392898
2020-10-22,0.04161643017228611,0.6474844500698855,-0.00338160265408165,-0.0064977576351478005,-0.018278007844393433
2020-10-23,0.041364279025087346,1.0057236278272836,-0.00338160265408165,-0.0064977576351478005,-0.018278007844392975
2020-10-26,0.041622160227355876,0.6838427403868804,-0.00338160265408165,-0.0064977576351478005,-0.018278007844392947
2020-10-27,0.04154482263270381,0.6136955541368344,-0.00338160265408165,-0.0064977576351478005,-0.018278007844393235
2020-10-28,0.041902541110516014,0.3910306837169068,-0.00338160265408165,-0.0064977576351478005,-0.018278007844393065
2020-10-29,0.04192727429552313,0.1718393134668943,-0.00338160265408165,-0.0064977576351478005,-0.01827800784439299
2020-10-30,0.041929199211524264,0.16572144078833145,-0.00338160265408165,-0.0064977576351478005,-0.018278007844393263
2020-11-02,0.041705559745419736,-0.06539539727034012,-0.00338160265408165,-0.0064977576351478005,-0.018278007844393263
2020-11-03,0.041745448737103355,-0.0360949045019315,-0.00338160265408165,-0.0064977576351478005,-0.018278007844392964
2020-11-04,0.04167828398291167,-0.11675760744234133,-0.00338160265408165,-0.0064977576351478005,-0.018278007844393887
2020-11-05,0.042208777809073346,0.041666626818005745,-0.00338160265408165,-0.0064977576351478005,-0.018278007844393315
2020-11-06,0.04203804333606741,-0.10538691956025935,-0.00338160265408165,-0.0064977576351478005,-0.01827800784439302
2020-11-09,0.04209058682374917,9.656301455261792e-05,-0.00338160265408165,-0.0064977576351478005,-0.0182780078443931
2020-11-10,0.04207308427748222,-0.05720854165847385,-0.00338160265408165,-0.0064977576351478005,-0.018278007844393075
2020-11-11,0.042025330723341456,-0.08009023784838915,-0.00338160265408165,-0.0064977576351478005,-0.01827800784439321
2020-11-12,0.04176273129449828,0.16604179270089742,-0.00338160265408165,-0.0064977576351478005,-0.018278007844393023
2020-11-13,0.041833293832879766,0.22769569316135924,-0.00338160265408165,-0.0064977576351478005,-0.018278007844392766
2020-11-14,0.041496016945478366,0.06951533420476624,-0.00338160265408165,-0.0064977576351478005,-0.01827800784439321
2020-11-17,0.04116901580152803,-0.13735808885418474,-0.00338160265408165,-0.0064977576351478005,-0.0182780078443937
2020-11-18,0.041284105925843535,-0.046516741633032876,-0.00338160265408165,-0.0064977576351478005,-0.018278007844393793
2020-11-19,0.041099501370166866,-0.3601103839494764,-0.00338160265408165,-0.0064977576351478005,-0.018278007844392787
2020-11-20,0.04112887104037873,-0.3303338723870822,-0.00338160265408165,-0.0064977576351478005,-0.018278007844393547
2020-11-23,0.041491273923704115,-0.136470632356716,-0.00338160265408165,-0.0064977576351478005,-0.018278007844393606
2020-11-24,0.04158812814748537,-0.08543285158417144,-0.00338160265408165,-0.0064977576351478005,-0.018278007844392895
2020-11-25,0.04182794002121259,-0.3791343154275445,-0.00338160265408165,-0.0064977576351478005,-0.01827800784439321
2020-11-26,0.04174215492946679,-0.44042387985503223,-0.00338160265408165,-0.0064977576351478005,-0.018278007844392836
2020-11-27,0.03804112553818011,0.7605901046242856,-0.00338160265408165,-0.0064977576351478005,-0.01779355836357502
2020-12-01,0.03804112553818011,0.7605901046242856,-0.00332611845923995,-0.005154804815548501,-0.017793558363575046
2020-12-02,0.03787012553230674,0.6904285686257495,-0.00332611845923995,-0.005154804815548501,-0.017793558363575046
2020-12-03,0.038168507979652426,0.9186207345648854,-0.00332611845923995,-0.005154804815548501,-0.01779355836357498
2020-12-04,0.03748946035437406,1.3787874747060926,-0.00332611845923995,-0.005154804815548501,-0.01779355836357486
2020-12-07,0.03782225499439083,1.792470798984012,-0.00325024587559457,-0.005154804815548501,-0.0177935583635751
2020-12-08,0.037441013268150525,2.176367612590906,-0.00325024587559457,-0.005154804815548501,-0.017793558363575126
2020-12-09,0.03708917474095658,2.4654411666104163,-0.00325024587559457,-0.005154804815548501,-0.017793558363575154
2020-12-10,0.03702992879622407,1.9802769009139058,-0.00325024587559457,-0.005154804815548501,-0.017793558363575025
2020-12-11,0.0370426007379745,1.9961853728144587,-0.00325024587559457,-0.005154804815548501,-0.017793558363574977
2020-12-14,0.03584078631166869,1.715861655786333,-0.00325024587559457,-0.005154804815548501,-0.017793558363575133
2020-12-15,0.03578377621658226,1.517917193183907,-0.00325024587559457,-0.005154804815548501,-0.017793558363575074
2020-12-16,0.03573734374748823,1.4605990965597457,-0.00325024587559457,-0.005154804815548501,-0.017793558363574886
2020-12-17,0.03567111535150032,1.5354170792974766,-0.00325024587559457,-0.005154804815548501,-0.017346999015057762
2020-12-18,0.03573285177062156,1.4317958824957238,-0.00325024587559457,-0.005154804815548501,-0.01734699901505765
2020-12-21,0.0382690672275276,1.0963338618034497,-0.00325024587559457,-0.005154804815548501,-0.008977023752172256
2020-12-22,0.037621240202372175,1.6825767464211505,-0.00325024587559457,-0.0057302095514131755,-0.011452828128446415
2020-12-23,0.038687872223168406,2.1831817537330664,-0.00238889110567369,-0.0054990373352396,-0.01145282812844676
2020-12-24,0.0366959034140815,2.9736032798804346,-0.00238889110567369,-0.0054990373352396,-0.011452828128446712
2020-12-28,0.035999958623336034,2.8348936356136263,-0.00211949339687396,-0.0046695099256521,-0.011452828128446642
2020-12-29,0.03448012566113102,2.345587782044989,-0.00211949339687396,-0.0046695099256521,-0.01145282812844657
2020-12-30,0.03421146035227063,2.648643137319039,-0.00211949339687396,-0.0046695099256521,-0.01145282812844681
2020-12-31,0.03420152067882383,2.662843989903805,-0.00211949339687396,-0.0046695099256521,-0.011452828128446613
2021-01-01,0.03420152067882383,2.662843989903805,-0.00211949339687396,-0.0046695099256521,-0.01145282812844652
2021-01-04,0.0345338023755286,2.968168988947607,-0.00211949339687396,-0.0046695099256521,-0.01145282812844652
2021-01-05,0.03457260447057038,3.0433685264453243,-0.00211949339687396,-0.0046695099256521,-0.011452828128446854
2021-01-06,0.03440454742804913,3.1854986468584867,-0.00211949339687396,-0.0046695099256521,-0.01145282812844672
2021-01-07,0.03445270755621919,3.453341349760853,-0.00211949339687396,-0.0046695099256521,-0.011452828128446862
2021-01-08,0.03458594532905503,3.6216653490902244,-0.00211949339687396,-0.0046695099256521,-0.011452828128446486
2021-01-11,0.03434483637585299,3.785510658088209,-0.00211949339687396,-0.0046695099256521,-0.011452828128446536
2021-01-12,0.03408535373296516,4.145638121706212,-0.00211949339687396,-0.0046695099256521,-0.011452828128446712
2021-01-13,0.034129559515095734,3.9790349346277942,-0.00211949339687396,-0.0046695099256521,-0.01145282812844673
2021-01-14,0.03310199268774224,4.512336266648901,-0.00211949339687396,-0.0046695099256521,-0.01145282812844664
2021-01-15,0.03358088760975856,3.9173172364271727,-0.00200612872595313,-0.004336737079172275,-0.011452828128446465
2021-01-18,0.03468251343392117,3.153907729031157,-0.00211949339687396,-0.004398534043566,-0.011452828128446545
2021-01-19,0.03520891960815795,3.470068142030665,-0.00228448580040625,-0.0047948493681931005,-0.011452828128446493
2021-01-20,0.035302981666628076,3.6120528034274244,-0.00228448580040625,-0.0047948493681931005,-0.011452828128446654
2021-01-21,0.03569457499367718,3.310605408790789,-0.00228448580040625,-0.0047948493681931005,-0.01145282812844647
2021-01-22,0.03667305158233937,2.6666829446280005,-0.00228448580040625,-0.0047948493681931005,-0.011452828128446538
2021-01-25,0.036720160110383364,2.6465263919388584,-0.00240642530789554,-0.005113978716978075,-0.011452828128446727
2021-01-27,0.0371877514443588,2.248219574628387,-0.00240642530789554,-0.005113978716978075,-0.011452828128446614
2021-01-28,0.036829268482837955,2.42410231032218,-0.00241031363793177,-0.005113978716978075,-0.01145282812844673
2021-01-29,0.03676828223594018,2.4720492960736853,-0.00233701497295417,-0.00509469806838325,-0.011452828128446594
2021-02-01,0.0367637284678506,2.4793239626103034,-0.00233701497295417,-0.00509469806838325,-0.011960172826931703
2021-02-02,0.03720502048655006,2.8310452797591004,-0.00233701497295417,-0.00509469806838325,-0.011960172826931632
2021-02-03,0.037559051134792416,2.9861106199325205,-0.00233701497295417,-0.00509469806838325,-0.011960172826931632
2021-02-04,0.03792387574487704,3.240302019704611,-0.00233701497295417,-0.00509469806838325,-0.011960172826931388
2021-02-05,0.03738000403679075,2.6932540459786507,-0.00233701497295417,-0.00509469806838325,-0.011960172826931846
2021-02-08,0.037572220618594804,2.8853224627676273,-0.00233701497295417,-0.00509469806838325,-0.011960172826931624
2021-02-09,0.03770820702062691,2.6277834251741097,-0.00233701497295417,-0.00509469806838325,-0.011960172826931466
2021-02-10,0.037700149426051315,2.6595933915297607,-0.00233701497295417,-0.00509469806838325,-0.011960172826931615
2021-02-11,0.03757538820357836,2.531788104951192,-0.00233701497295417,-0.00509469806838325,-0.011960172826931825
2021-02-12,0.037575484517455314,2.5310908735955753,-0.00233701497295417,-0.00509469806838325,-0.011960172826931731
2021-02-15,0.037565061859190875,2.5220641661582524,-0.00233701497295417,-0.00509469806838325,-0.01196017282693151
2021-02-16,0.03754045988248261,2.4915315406333245,-0.00233701497295417,-0.00509469806838325,-0.011960172826931716
2021-02-17,0.03774366858160852,2.6735102720478108,-0.00233701497295417,-0.00509469806838325,-0.011960172826931745
2021-02-18,0.03802066976789798,2.793150027512034,-0.00233701497295417,-0.00509469806838325,-0.011960172826931457
2021-02-19,0.03806114796680006,2.7652966033902473,-0.00233701497295417,-0.00509469806838325,-0.011960172826931313
2021-02-22,0.038878227336036554,2.224926430941132,-0.00233701497295417,-0.00509469806838325,-0.011960172826931608
2021-02-23,0.038556254809419786,2.0082975607361444,-0.0032609110459076397,-0.00535025577474915,-0.011960172826931199
2021-02-24,0.03856832926480328,2.0141057748945763,-0.0032609110459076397,-0.00535025577474915,-0.011960172826931268
2021-02-25,0.038416373558614735,2.527462319539861,-0.0032609110459076397,-0.00535025577474915,-0.011960172826931854
2021-02-26,0.039172298319880644,2.0171661398424003,-0.0032609110459076397,-0.00535025577474915,-0.011960172826931919
2021-03-01,0.03884164704470758,1.7135522702023689,-0.0033525050373488,-0.00535025577474915,-0.011960172826930937
2021-03-02,0.03929798320341046,2.0553416885081304,-0.0033525050373488,-0.00535025577474915,-0.0119601728269316
2021-03-03,0.03933912006455594,2.075199074273511,-0.0033525050373488,-0.00535025577474915,-0.0119601728269316
2021-03-04,0.039124214597343575,1.9422921296778939,-0.0033525050373488,-0.00535025577474915,-0.011960172826931877
2021-03-05,0.03990340208404021,1.4649791285092801,-0.0033525050373488,-0.00535025577474915,-0.011960172826931523
2021-03-08,0.03958629029684068,1.3226520595842768,-0.00339910212704312,-0.00536024688546835,-0.011960172826931247
2021-03-09,0.03971855391597115,1.0585722339529982,-0.00339910212704312,-0.00536024688546835,-0.01196017282693171
2021-03-10,0.03985266078533899,1.2067228801907741,-0.00339910212704312,-0.00536024688546835,-0.01196017282693176
2021-03-12,0.03969245680834909,1.3175258973108774,-0.00339910212704312,-0.00536024688546835,-0.011960172826931412
2021-03-15,0.039917770367309285,0.9854216680131492,-0.00339910212704312,-0.00536024688546835,-0.011960172826931558
2021-03-16,0.039706165291674624,0.7860784554852843,-0.00339910212704312,-0.00536024688546835,-0.011960172826931277
2021-03-17,0.04094948694066667,0.3212960721553982,-0.00339910212704312,-0.00536024688546835,-0.0119601728269319
2021-03-18,0.041461043167639725,-0.06783285993907891,-0.00356099351512428,-0.005672451714272175,-0.011960172826931764
2021-03-19,0.04156941628469946,0.1160767896095338,-0.00356099351512428,-0.005672451714272175,-0.011960172826931608
2021-03-22,0.04153429805853174,0.21874984879181023,-0.00356099351512428,-0.005672451714272175,-0.01196017282693174
2021-03-23,0.035048848632499345,1.6796965299073239,-0.00356099351512428,-0.005672451714272175,-0.011960172826931242
2021-03-24,0.035912541063683176,1.0001186812636245,-0.00339910212704312,-0.003836373283640725,-0.01196017282693181
2021-03-25,0.03577881390455156,-0.03247298418485614,-0.00356099351512428,-0.003921882115133699,-0.011960172826931698
2021-03-26,0.036043209034138456,0.16195463428092935,-0.003698599090803,-0.004074426078704175,-0.014542218709797558
2021-03-30,0.035996093522443366,0.14653595277071466,-0.003698599090803,-0.004074426078704175,-0.014542218709797139
2021-03-31,0.03600543593145926,0.17585123846692416,-0.003698599090803,-0.004074426078704175,-0.014542218709797158
2021-04-01,0.03598871076398002,0.07869639406929918,-0.003698599090803,-0.004074426078704175,-0.014542218709796897
2021-04-05,0.036851768083480355,-0.3194284004964918,-0.003698599090803,-0.004074426078704175,-0.014542218709796724
2021-04-06,0.03703319877868513,-0.09657573049234659,-0.0037118939965809497,-0.004074426078704175,-0.014542218709797116
2021-04-07,0.03693264562100366,-0.13437817671113605,-0.0037118939965809497,-0.004074426078704175,-0.014542218709797116
2021-04-08,0.036928310945879735,-0.13782996988967045,-0.0037118939965809497,-0.004074426078704175,-0.014542218709796939
2021-04-09,0.036943628873548795,-0.036898319582474234,-0.0037118939965809497,-0.004074426078704175,-0.014542218709797317
2021-04-12,0.04406236778142361,-1.300127826704579,-0.0037118939965809497,-0.004074426078704175,-0.01454221870979755
2021-04-13,0.044537079980257466,-1.1340080291847856,-0.0037418144354642298,-0.006129150462335475,-0.016828630450614033
2021-04-15,0.04463413436982192,-1.230613858826309,-0.0037418144354642298,-0.006129150462335475,-0.01682863045061323
2021-04-16,0.04467854016515068,-1.2011952802510628,-0.0037418144354642298,-0.006129150462335475,-0.016828630450614564
2021-04-19,0.04576737085546948,-1.5893298711395507,-0.0037418144354642298,-0.006129150462335475,-0.016828630450614404
2021-04-20,0.04584557939728729,-1.4736780015431539,-0.00414435531657518,-0.0064242919684224,-0.017562337090764334
2021-04-22,0.045689294151939015,-1.157790383346479,-0.00414435531657518,-0.0064242919684224,-0.017562337090765018
2021-04-23,0.04512234840674922,-0.7200311242390364,-0.00414435531657518,-0.0064242919684224,-0.017562337090765493
2021-04-26,0.04471383921849565,-0.8701860743176282,-0.00414435531657518,-0.0064242919684224,-0.017562337090765018
2021-04-27,0.045043378415447304,-0.7401858200012469,-0.00414435531657518,-0.0064242919684224,-0.01756233709076461
2021-04-28,0.04499139724940388,-0.40498642141202995,-0.00414435531657518,-0.0064242919684224,-0.017562337090764685
2021-04-29,0.04434736579931715,-0.10522648490755192,-0.00414435531657518,-0.0064242919684224,-0.017562337090764463
2021-04-30,0.044090289785841556,0.05736584888187063,-0.00414435531657518,-0.0064242919684224,-0.017562337090765236
2021-05-03,0.04377648068898363,0.2716730519629672,-0.00414435531657518,-0.0064242919684224,-0.017562337090764397
2021-05-04,0.043698017133935875,0.3793561477372734,-0.00414435531657518,-0.0064242919684224,-0.017562337090764896
2021-05-05,0.0437337622641483,0.5748592831332915,-0.00414435531657518,-0.0064242919684224,-0.01756233709076467
2021-05-06,0.0437958002236515,0.7177529006506553,-0.00414435531657518,-0.0064242919684224,-0.017562337090764612
2021-05-07,0.04337578185092564,0.5296651842879414,-0.00414435531657518,-0.0064242919684224,-0.017562337090764612
2021-05-10,0.0430998110551329,0.4253983904092444,-0.00414435531657518,-0.0064242919684224,-0.017562337090764716
2021-05-11,0.0426749925990056,0.1826223026988897,-0.00414435531657518,-0.0064242919684224,-0.017562337090765105
2021-05-12,0.04272450884311921,0.15225267310753177,-0.00414435531657518,-0.0064242919684224,-0.017562337090764876
2021-05-14,0.042642061647274104,-0.24134457905125714,-0.00414435531657518,-0.0064242919684224,-0.01756233709076463
2021-05-17,0.04283302874937306,0.10160398172229132,-0.00414435531657518,-0.0064242919684224,-0.017562337090764872
2021-05-18,0.04298557640971483,0.24584329253015566,-0.00414435531657518,-0.0064242919684224,-0.01756233709076449
2021-05-19,0.04297427117172045,0.22282513505612817,-0.00414435531657518,-0.0064242919684224,-0.017562337090764674
2021-05-20,0.04298509807758218,0.15528243380007017,-0.00414435531657518,-0.0064242919684224,-0.017562337090764445
2021-05-21,0.04295228107654378,0.12889487176391798,-0.00414435531657518,-0.0064242919684224,-0.017562337090764674
2021-05-24,0.04298509392468256,0.15795039087665325,-0.00414435531657518,-0.0064242919684224,-0.017562337090765014
2021-05-25,0.04276323361530021,-0.13895087388078028,-0.00414435531657518,-0.0064242919684224,-0.017562337090764657
2021-05-26,0.04231988166455523,-0.3950696574164827,-0.00414435531657518,-0.0064242919684224,-0.017562337090764477
2021-05-27,0.042269355914194194,-0.21009587350996714,-0.00414435531657518,-0.0064242919684224,-0.01756233709076452
2021-05-28,0.04164635360954552,0.09909626055083372,-0.00414435531657518,-0.0064242919684224,-0.017562337090764442
2021-05-31,0.04163688429023199,0.07651272497679801,-0.00414435531657518,-0.0064242919684224,-0.017562337090765007
2021-06-01,0.04140477175610953,-0.15824571106609023,-0.00414435531657518,-0.0064242919684224,-0.01756233709076455
2021-06-02,0.04151067417453426,-0.1192915398673281,-0.00414435531657518,-0.0064242919684224,-0.01756233709076464
2021-06-03,0.04096652737844481,0.3379394938947846,-0.00414435531657518,-0.0064242919684224,-0.01756233709076512
2021-06-04,0.04098525678705971,0.43561394764797107,-0.00414435531657518,-0.0064242919684224,-0.017562337090764542
2021-06-07,0.04066214969944837,0.31741632447824025,-0.00414435531657518,-0.0064242919684224,-0.017562337090764542
2021-06-08,0.040447691954161216,0.18074182293286473,-0.00414435531657518,-0.0064242919684224,-0.01756233709076439
2021-06-09,0.04062678685748073,-0.1397468667270032,-0.00414435531657518,-0.0064242919684224,-0.017562337090764848
2021-06-10,0.0405995309015709,0.5796079040503885,-0.00414435531657518,-0.0064242919684224,-0.01660731088370969
2021-06-11,0.0405286242548391,0.5155663446061335,-0.00414435531657518,-0.0064242919684224,-0.016607310883709637
2021-06-14,0.04038631574520663,0.7099586185142318,-0.00414435531657518,-0.0064242919684224,-0.0166073108837096
2021-06-15,0.04024047669128772,0.5501365559129131,-0.00414435531657518,-0.0064242919684224,-0.01660731088370955
2021-06-16,0.04036366858099746,0.4562200992063299,-0.00414435531657518,-0.0064242919684224,-0.01609901050048905
2021-06-17,0.040353920586377566,0.4607509640616634,-0.00414435531657518,-0.0064242919684224,-0.014645582643818171
2021-06-18,0.04093322883358408,0.11178682858397485,-0.00414435531657518,-0.0064242919684224,-0.014645582643818494
2021-06-21,0.03980506645963668,0.7671381767272443,-0.00414435531657518,-0.0064242919684224,-0.012668198506848251
2021-06-22,0.03935025474897374,1.3000578270686463,-0.00374176915312718,-0.006197595971111551,-0.012668198506848222
2021-06-23,0.03941440743530149,0.9814143441081169,-0.00374176915312718,-0.006197595971111551,-0.012668198506848298
2021-06-24,0.03944888341076587,0.889484434067252,-0.00374176915312718,-0.006197595971111551,-0.012668198506848397
2021-06-25,0.039430018518384784,0.874898600433983,-0.00374176915312718,-0.006197595971111551,-0.012668198506848373
2021-06-28,0.038603404419692774,1.4556892979558438,-0.00374176915312718,-0.006197595971111551,-0.012668198506848432
2021-06-29,0.03751596469891241,1.8621371278385523,-0.0036512698515984397,-0.006189184110672751,-0.012668198506848504
2021-06-30,0.037320774278887005,1.71310654553781,-0.00299043226447607,-0.0059193359016745,-0.012668198506848475
2021-07-01,0.03693677423186422,1.3876221750839572,-0.00299043226447607,-0.0059193359016745,-0.012668198506848355
2021-07-02,0.03693565782345496,1.3831706857179367,-0.00299043226447607,-0.0059193359016745,-0.01266819850684839
